Ref_Date,GEO,STAT,SUMMARY,Value
2012,Alberta,Average expenditure per household,Health care by general practitioners and specialists,18
2013,Alberta,Average expenditure per household,Health care by general practitioners and specialists,37
2010,Alberta,Average expenditure per household,"Weight control programs, smoking cessation programs and other medical services",54
2011,Alberta,Average expenditure per household,"Weight control programs, smoking cessation programs and other medical services",54
2012,Alberta,Average expenditure per household,"Weight control programs, smoking cessation programs and other medical services",29
2013,Alberta,Average expenditure per household,"Weight control programs, smoking cessation programs and other medical services",39
2010,Alberta,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",F
2011,Alberta,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",F
2012,Alberta,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",F
2013,Alberta,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",F
2010,Alberta,Average expenditure per household,Prescription eye wear,162
2011,Alberta,Average expenditure per household,Prescription eye wear,170
2012,Alberta,Average expenditure per household,Prescription eye wear,174
2013,Alberta,Average expenditure per household,Prescription eye wear,164
2010,Alberta,Average expenditure per household,Non-prescription eye wear and other eye-care goods,67
2011,Alberta,Average expenditure per household,Non-prescription eye wear and other eye-care goods,24
2012,Alberta,Average expenditure per household,Non-prescription eye wear and other eye-care goods,F
2013,Alberta,Average expenditure per household,Non-prescription eye wear and other eye-care goods,68
2010,Alberta,Average expenditure per household,"Eye-care services (e.g. surgery, exams)",51
2011,Alberta,Average expenditure per household,"Eye-care services (e.g. surgery, exams)",38
2012,Alberta,Average expenditure per household,"Eye-care services (e.g. surgery, exams)",31
2013,Alberta,Average expenditure per household,"Eye-care services (e.g. surgery, exams)",48
2010,Alberta,Average expenditure per household,Dental services,371
2011,Alberta,Average expenditure per household,Dental services,344
2012,Alberta,Average expenditure per household,Dental services,354
2013,Alberta,Average expenditure per household,Dental services,416
2010,Alberta,Average expenditure per household,Private health care plan premiums,274
2011,Alberta,Average expenditure per household,Private health care plan premiums,288
2012,Alberta,Average expenditure per household,Private health care plan premiums,387
2013,Alberta,Average expenditure per household,Private health care plan premiums,365
2010,Alberta,Average expenditure per household,Dental plan premiums,39
2011,Alberta,Average expenditure per household,Dental plan premiums,58
2012,Alberta,Average expenditure per household,Dental plan premiums,64
2013,Alberta,Average expenditure per household,Dental plan premiums,51
2010,Alberta,Average expenditure per household,Accident or disability insurance premiums,112
2011,Alberta,Average expenditure per household,Accident or disability insurance premiums,129
2012,Alberta,Average expenditure per household,Accident or disability insurance premiums,165
2013,Alberta,Average expenditure per household,Accident or disability insurance premiums,147
2010,Alberta,Average expenditure per household,Personal care,1167
2011,Alberta,Average expenditure per household,Personal care,1147
2012,Alberta,Average expenditure per household,Personal care,1461
2013,Alberta,Average expenditure per household,Personal care,1542
2010,Alberta,Average expenditure per household,Hair care products,138
2011,Alberta,Average expenditure per household,Hair care products,117
2012,Alberta,Average expenditure per household,Hair care products,128
2013,Alberta,Average expenditure per household,Hair care products,122
2010,Alberta,Average expenditure per household,"Makeup, skin care and manicure products",254
2011,Alberta,Average expenditure per household,"Makeup, skin care and manicure products",259
2012,Alberta,Average expenditure per household,"Makeup, skin care and manicure products",328
2013,Alberta,Average expenditure per household,"Makeup, skin care and manicure products",303
2010,Alberta,Average expenditure per household,Fragrance products,F
2011,Alberta,Average expenditure per household,Fragrance products,F
2012,Alberta,Average expenditure per household,Fragrance products,F
2013,Alberta,Average expenditure per household,Fragrance products,F
2010,Alberta,Average expenditure per household,Personal deodorants,21
2011,Alberta,Average expenditure per household,Personal deodorants,23
2012,Alberta,Average expenditure per household,Personal deodorants,18
2013,Alberta,Average expenditure per household,Personal deodorants,F
2010,Alberta,Average expenditure per household,Body soaps,54
2011,Alberta,Average expenditure per household,Body soaps,46
2012,Alberta,Average expenditure per household,Body soaps,46
2013,Alberta,Average expenditure per household,Body soaps,48
2010,Alberta,Average expenditure per household,Oral hygiene products,77
2011,Alberta,Average expenditure per household,Oral hygiene products,62
2012,Alberta,Average expenditure per household,Oral hygiene products,46
2013,Alberta,Average expenditure per household,Oral hygiene products,66
2010,Alberta,Average expenditure per household,Disposable diapers,69
2011,Alberta,Average expenditure per household,Disposable diapers,67
2012,Alberta,Average expenditure per household,Disposable diapers,F
2013,Alberta,Average expenditure per household,Disposable diapers,F
2010,Alberta,Average expenditure per household,Other personal care supplies and equipment,187
2011,Alberta,Average expenditure per household,Other personal care supplies and equipment,222
2012,Alberta,Average expenditure per household,Other personal care supplies and equipment,166
2013,Alberta,Average expenditure per household,Other personal care supplies and equipment,217
2010,Alberta,Average expenditure per household,Hair grooming services,283
2011,Alberta,Average expenditure per household,Hair grooming services,265
2012,Alberta,Average expenditure per household,Hair grooming services,497
2013,Alberta,Average expenditure per household,Hair grooming services,507
